"id","headline","is_approximate_address","address","city","state","latitude","longitude","formatted_address","inc_date","inc_time","inc_type","is_homicide","victim_count","killed_count","is_victims_unknown","summary","suspect_count","is_suspects_unknown","inc_slug"
"292","Three shot on Market Street","0","605 North Market Street","Wilmington","DE","39.741901","-75.550180","605 North Market Street, Wilmington, DE 19801","2013-10-05","05:30:00","SH","0","3","0","0","Two Wilmington men were critically injured and a 22-year-old woman was grazed by a bullet Saturday in a pre-dawn shooting a few paces from the Villa store where dozens were camped out to buy a new Air Jordan sneaker.

Police said the 21- and 22-year-old men were in front of the store when they were approached by another man. Words were exchanged, and the man shot both victims in the upper body. The two men were taken to Wilmington Hospital by private vehicle and were later transferred to Christiana Hospital. The woman was treated and released from Wilmington Hospital.","0","1","three-shot-market-street"
"293","Two shot, killed on 30th street","1","600 West 30th Street","Wilmington","DE","39.761576","-75.535873","600 West 30th Street, Wilmington, DE 19802","2013-10-13","00:21:00","SH","1","2","2","0","Police responding to a 911 call reporting shots fired found 26-year-old Michael Greene and 25-year-old Danielle Bowe with gunshot wounds inside a crashed Nissan Maxima.

Officers tried first aid and CPR before both victims were taken to Christiana Hospital where they were pronounced dead.","0","1","two-shot-killed-30th-street"
"294","Woman shot in thigh","0","West 30th and North Washington Streets","Wilmington","DE","39.759086","-75.533978","W. 30th St. & N. Washington St., Wilmington, DE 19802","2013-10-14","02:15:00","SH","0","1","0","0","Police were called to Wilmington Hospital after a 20-year-old woman arrived there seeking treatment for a gunshot wound.

The victim was walking in the area of West 30th and North Washington streets when two men began chasing an unknown third person. The men began shooting and shot the woman in the right thigh. They took off west on West 30th Street in a dark color Toyota Camry.

One man was described as 20-27 years old. The other was between 18 and 22 years old. They were both wearing ""Nike"" hooded sweatshirts.","0","1","woman-shot-thigh"
"295","Man shot in abdomen","1","2300 North Washington Street","Wilmington","DE","39.756042","-75.540766","2300 N. Washington St., Wilmington, DE 19802","2013-10-12","16:07:00","SH","0","1","0","0","Police responding to a 911 call reporting a shooting were pulled away to Wilmington Hospital after the victim arrived there seeking treatment for a gunshot wound to the abdomen.

Police said the victim, a probationer with felony convictions for drug and firearm possession, was walking in the 2300 block of North Washington Street when he heard gunfire and was struck. He was listed in critical but stable condition.","0","1","man-shot-abdomen"
"296","31-year-old shot in torso","1","200 North Harrison Street","Wilmington","DE","39.743541","-75.564078","200 N. Harrison St., Wilmington, DE 19805","2013-10-14","23:55:00","SH","0","1","0","0","Police responding to a 911 call reporting a shooting found a 31-year-old man with a gunshot wound to his torso.

The man was taken to Christiana Hospital. His condition was not available.","0","1","31-year-old-shot-torso"
"297","29-year-old shot in leg","0","West 29th Street and North Monroe Street","Wilmington","DE","39.76101","-75.537107","W. 29th St. & N. Monroe St., Wilmington, DE 19802","2013-10-17","23:05:00","SH","0","1","0","0","Police responding to a 911 call reporting shots fired found a 29-year-old Wilmington man lying in the street with a gunshot wound to his left leg.

The man was taken to Christiana Hospital by ambulance in serious but stable condition. He was uncooperative with investigators.","0","1","29-year-old-shot-leg"
"298","22-year-old shot multiple times","1","2700 North Jefferson Street","Wilmington","DE","39.758534","-75.537702","2700 N. Jefferson St., Wilmington, DE 19802","2013-10-25","23:26:00","SH","0","1","0","0","Police responding to a 911 call reporting shots fired found a 22-year-old man with gunshot wounds to his upper extremities and torso. He was taken to Christiana Hospital where his condition was unknown.

The victim was walking in the area when an unknown man began shooting and then fled.","0","1","22-year-old-shot-multiple-times"
"299","Man shot on West 29th Street","1","300 West 29th Street","Wilmington","DE","39.758508","-75.535253","300 W. 29th St., Wilmington, DE 19802","2013-10-25","18:17:00","SH","0","1","0","0","Police responding to 911 call reporting shots fired wound a 36-year-old man with an apparent gunshot wound to his lower extremity. The victim was taken to Christiana Hospital where he was listed in stable condition.

Police said the man was walking in the area when two men approached him. One of the men pulled a handgun and shot the victim before they both fled on foot.","0","1","man-shot-west-29th-street"
"300","Man shot at 3rd and Van Buren","0","3rd and North Van Buren Street","Wilmington","DE","39.74411","-75.562274","W. 3rd St. & N. Van Buren St., Wilmington, DE 19805","2013-10-25","10:30:00","SH","0","1","0","0","A 22-year-old man arrived at St. Francis Hospital on Friday morning seeking treatment for a gunshot wound to his lower extremity, police said.

The man was walking in the area of 3rd and North Van Buren Street when a unknown person opened fire and the victim realized he had been shot.","0","1","man-shot-3rd-and-van-buren"
"301","23-year-old shot, killed","0","West 24th Street And North Washington Street","Wilmington","DE","39.756466","-75.539833","W. 24th St. & N. Washington St., Wilmington, DE 19802","2013-10-27","19:12:00","SH","1","1","1","0","Police responding to a 911 call reporting shots fired found 23-year-old Kareem Owens in the street with multiple gunshot wounds. Officers tried first aid and CPR before Owens was taken to Christiana Hospital where he was pronounced dead.

Four days later on Oct., 31, police announced that U.S. Marshals arrested 30-year-old David Hinson of the 2500 block of North Washington Street in Wilmington and charged him with first-degree murder, possession of a firearm during the commission of a felony and possession of a firearm by a person prohibited in connection with Owens' death.","1","0","23-year-old-shot-killed"
"302","Teens shoot 35-year-old","0","W. 7th Street and North Washington Street","Wilmington","DE","39.744276","-75.553726","W. 7th St. & N. Washington St., Wilmington, DE 19801","2013-10-27","17:15:00","SH","0","1","0","0","Police responding to a 911 call reporting shots fired found a 35-year-old Newark man in the street with a gunshot wound to his leg.

The man was was in the area trying to buy drugs when three males between 16 and 19 years old wearing grey hooded sweatshirts approached and tried to rob him, police said. The of the robbers pulled a handgun and shot the victim when he tried to flee.

The victim was taken to Christiana Hospital where he was listed in stable condition.","0","1","teens-shoot-35-year-old"
"303","19-year-old shot in legs","1","1300 East 29th Street","Wilmington","DE","39.750768","-75.525315","1300 E. 29th St., Wilmington, DE 19802","2013-10-30","22:35:00","SH","0","1","0","0","Police responding to a 911 call reporting a shooting victim found a 19-year-old man lying in the street with gunshot wounds to his legs. The man was uncooperative with police.

The victim was taken to Christiana Hospital where he was listed in stable condition.","0","1","19-year-old-shot-legs"
"304","18-year-old shot in hip","0","Taylor and Bennett Streets","Wilmington","DE","39.740785","-75.540777","Taylor Street and Bennett Street, Wilmington , DE 19801","2013-11-04","17:49:00","SH","0","1","0","0","Police responding to a 911 call reporting a shooting found an 18-year-old Wilmington man in the street with a gunshot wound to his hip.

The victim was walking in the area, police said, when he heard gunshots and realized he had been shot. He was taken to Christiana Hospital where he was listed in stable condition.","0","1","18-year-old-shot-hip"
"305","Man shot in arm, hip","0","West 6th and Windsor Streets","Wilmington","DE","39.7441229","-75.5558009","W. 6 St. & Windsor St., Wilmington, DE 19801","2013-11-11","12:09:00","SH","0","1","0","0","Police responding to a 911 call reporting a shooting found a 19-year-old Wilmington man in the street with gunshot wounds to his arm and hip.

The victim told police he was standing in the area when he heard shots and was struck. He was taken to Christiana Hospital where he was listed in stable condition.

Roughly two months later, Wilmington Police arrested Keith Brown of Wilmington in connection with the shooting. Brown was being held at Howard R. Young Correctional Institution in lieu of $300,000 cash bail.","1","0","man-shot-arm-hip"
"306","27-year-old shot in torso","0","Kirkwood Street and Taylor Street","Wilmington","DE","39.7412619","-75.5420544","Taylor Street & Kirkwood Street, Wilmington, DE 19801","2013-11-12","19:00:00","SH","0","1","0","0","Police responding to reports of shots fired found a 27-year-old man with a gunshot wound to his torso.

Police said the victim was standing near Kirkwood and Taylor streets when an unknown gunman opened fire. The victim was rushed to Christiana Hospital where he was listed in serious condition.","0","1","27-year-old-shot-torso"
"307","46-year-old shot on Kirkwood Street","1","900 Kirkwood Street","Wilmington","DE","39.7419674","-75.5414964","900 Kirkwood Street, Wilmington, DE 19801","2013-11-12","21:37:00","SH","0","1","0","0","Police were called to Wilmington Hospital after a 46-year-old man arrived there seeking treatment for a gunshot wound to his lower extremity.

Police said two unknown men walked up to the victim and shot him before fleeing. The man was transferred to Christiana Hospital where he was listed in stable condition.","0","1","46-year-old-shot-kirkwood-street"
